time,E_hw_wet_well
0.03125,129211.99148381
0.09375,132237.18808796
0.21875,134172.52997237
0.46875,135008.65166854
0.96875,134991.07508971
1.96875,134441.54839173
2.96875,133958.3656413
3.96875,133632.38019156
4.96875,133426.78580407
5.96875,133296.00056177
6.96875,133209.48470488
7.96875,133150.01945353
8.96875,133108.00897224
9.96875,133077.80547758
10.96875,133055.91902135
11.96875,133040.1129555
12.96875,133028.89770789
13.96875,133021.24150135
14.46875,133018.562637
14.96875,133016.88438345
15.96875,133014.54330434
16.96875,133013.7609872
17.96875,133014.43968498
18.96875,133016.40539996
19.96875,133019.48361044
20.96875,133023.5205579
21.96875,133028.3863272
22.96875,133033.97236417
23.96875,133040.18796297
24.96875,133046.95698714
25.46875,133050.53340232
26.46875,133058.02152509
27.46875,133065.91527857
27.96875,133070.00463479
28.96875,133078.43674333
29.96875,133087.17840136
30.96875,133096.20154694
31.96875,133105.4805058
32.96875,133114.99235815
33.96875,133124.71675388
34.96875,133134.63565849
35.96875,133144.73304481
36.96875,133154.99462284
37.96875,133165.40762572
38.96875,133175.96059906
39.46875,133181.28710308
40,133186.98093488
