time,E_hw_wet_well
0.03125,128916.0029681
0.09375,131678.90812978
0.21875,133448.4667679
0.46875,134213.2465525
0.96875,134201.16302231
1.96875,133729.65954652
2.96875,133327.87155464
3.46875,133177.43161388
4.46875,132964.38706336
5.46875,132828.62333717
6.46875,132740.16288338
7.46875,132680.66053858
8.46875,132639.44747204
9.46875,132610.29491727
10.46875,132589.45835263
11.46875,132574.59390386
11.96875,132569.01092956
12.96875,132560.52526402
13.96875,132554.94022061
14.96875,132551.69898217
15.96875,132550.36432956
16.96875,132550.59668659
17.46875,132551.23500669
18.46875,132553.36439041
19.46875,132556.48119392
20.46875,132560.44870612
21.46875,132565.15026375
22.46875,132570.48828104
23.46875,132576.38134226
24.46875,132582.76128018
25.46875,132589.57068192
26.46875,132596.76086365
27.46875,132604.29030112
27.96875,132608.17360596
28.96875,132616.15025902
29.96875,132624.38339102
30.96875,132632.84979339
31.96875,132641.52826496
32.96875,132650.39987778
33.96875,132659.44784091
34.96875,132668.65726038
35.96875,132678.01489387
36.96875,132687.50893561
37.96875,132697.12882453
38.96875,132706.86508894
39.96875,132716.70921271
40,132717.01857259
