time,E_hw_wet_well
0.03125,129070.30272809
0.09375,131969.96792338
0.21875,133825.95837334
0.46875,134627.93932331
0.96875,134615.14522888
1.96875,134120.62788304
2.46875,133859.12480453
3.46875,133490.66230012
4.46875,133267.52219419
5.46875,133130.87760801
6.46875,133044.20546817
7.46875,132987.03879836
8.46875,132948.08864449
9.46875,132920.98856338
10.46875,132901.99707844
11.46875,132888.80538952
12.46875,132879.91759862
13.46875,132874.32068906
14.46875,132871.30207804
15.46875,132870.34433063
16.46875,132871.06167753
17.46875,132873.16008816
18.46875,132876.41122979
19.46875,132880.63492403
20.46875,132885.6869919
21.46875,132891.45062545
22.46875,132897.83019217
22.96875,132901.23163617
23.46875,132904.3394798
24.46875,132911.3690341
24.96875,132915.1620577
25.96875,132923.08045379
26.96875,132931.36649681
27.46875,132935.63539672
28.46875,132944.39176105
29.46875,132953.41368148
30.46875,132962.6764004
31.46875,132972.15752219
32.46875,132981.83717991
33.46875,132991.69779457
34.46875,133001.72384098
35.46875,133011.90150608
36.46875,133022.21855114
37.46875,133032.66402101
37.96875,133037.93256029
38.96875,133048.55362394
39.96875,133059.27972735
40,133059.61660379
