time,E_hw_wet_well
0.03125,129070.31173947
0.09375,131969.9892512
0.21875,133826.00399611
0.46875,134628.03429205
0.96875,134615.33956333
1.96875,134121.02195482
2.96875,133699.97379426
3.96875,133419.38097171
4.96875,133241.16872624
5.96875,133126.88144856
6.96875,133051.43393409
7.96875,133000.05238327
8.96875,132964.18084878
9.96875,132938.76662629
10.96875,132920.7146726
11.96875,132908.04626769
12.96875,132899.44168637
13.96875,132893.98630486
14.96875,132891.0248091
15.96875,132890.07436497
16.96875,132890.77067089
17.46875,132891.66695074
17.96875,132892.7798055
18.96875,132895.86694818
19.96875,132899.92649211
20.96875,132904.82476843
21.96875,132910.45066326
22.96875,132916.7104463
23.96875,132923.52504518
24.96875,132930.8276794
25.96875,132938.56177565
26.96875,132946.67914377
27.96875,132955.13865135
28.96875,132963.90482645
29.96875,132972.94699897
30.96875,132982.23850624
31.96875,132991.75606101
32.96875,133001.47922362
33.96875,133011.39000262
34.46875,133016.41191229
35.46875,133026.57646191
36.46875,133036.89092738
37.46875,133047.34418107
38.46875,133057.92582409
39.46875,133068.62637288
40,133074.3570774
