time,E_hw_wet_well
0.03125,129070.30572824
0.09375,131969.97193856
0.21875,133825.96464743
0.46875,134627.95119489
0.96875,134615.16881895
1.96875,134120.67556554
2.96875,133699.45154104
3.96875,133418.68277329
4.96875,133240.29457032
5.96875,133125.83137471
6.96875,133050.20799853
7.96875,132998.65064177
8.96875,132962.6033762
9.96875,132937.01348951
10.96875,132918.78594336
11.96875,132905.94200946
12.96875,132897.16197734
13.96875,132891.53120607
14.96875,132888.39440708
15.96875,132887.26873578
16.96875,132887.78989815
17.96875,132889.67745116
18.96875,132892.71179675
19.96875,132896.718384
20.96875,132901.55665017
21.96875,132907.11208866
22.96875,132913.2904496
23.96875,132920.01343291
24.96875,132927.21544096
25.96875,132934.84109777
26.96875,132942.84332271
27.96875,132951.18183266
28.96875,132959.82195401
29.96875,132968.73368016
30.96875,132977.89090245
31.96875,132987.27079866
32.96875,132996.85334738
33.96875,133006.62088953
34.96875,133016.55779262
35.96875,133026.65017693
36.96875,133036.88566951
37.96875,133047.2532151
38.96875,133057.74287265
39.96875,133068.34572722
40,133068.67888197
