time,E_hw_wet_well
0.03125,129058.87329793
0.09375,131948.41168787
0.21875,133798.01179792
0.46875,134597.26574101
0.71875,134220.13759975
1.21875,133624.38639964
2.21875,133008.17844583
3.21875,132755.69719492
4.21875,132655.91984602
5.21875,132618.22554505
6.21875,132606.00598068
7.21875,132604.70348406
8.21875,132608.45719324
9.21875,132614.81455902
10.21875,132622.67869782
11.21875,132631.51189496
12.21875,132641.02145412
13.21875,132651.03117965
14.21875,132661.42583057
15.21875,132672.12521177
16.21875,132683.07099314
17.21875,132694.21937121
18.21875,132705.53662791
19.21875,132716.99632516
20.21875,132728.57753137
21.21875,132740.26325918
22.21875,132752.03965063
23.21875,132763.89529631
24.21875,132775.82070086
25.21875,132787.80789997
26.21875,132799.8501604
27.21875,132811.94175128
28.21875,132824.07776346
29.21875,132836.25397066
29.71875,132842.35625678
30.71875,132854.58638763
31.71875,132866.84815346
32.71875,132879.13911018
33.21875,132885.29499574
34.21875,132897.62581755
35.21875,132909.98048422
36.21875,132922.35740982
37.21875,132934.7550891
38.21875,132947.17217216
39.21875,132959.60745485
40,132969.33452228
