time,E_hw_wet_well
0.03125,129127.39021207
0.09375,132077.63635573
0.21875,133965.61508151
0.46875,134781.40080484
0.96875,134768.43666818
1.96875,134265.59338832
2.96875,133837.33281351
3.96875,133551.96490835
4.96875,133370.74699323
5.96875,133254.55705888
6.96875,133177.87645322
7.96875,133125.67649788
8.96875,133089.25379276
9.96875,133063.46860519
10.96875,133045.17258908
11.96875,133032.352976
12.96875,133023.66726437
13.96875,133018.18507974
14.96875,133015.23985514
15.96875,133014.34042929
16.96875,133015.11623093
17.46875,133016.06173602
18.46875,133018.86240775
19.46875,133022.71619341
19.96875,133025.00264786
20.96875,133030.183818
21.96875,133036.08291921
22.96875,133042.61197283
23.46875,133046.09405233
24.46875,133053.43489064
25.46875,133061.22814712
26.46875,133069.42576628
27.46875,133077.98476232
28.46875,133086.8675627
29.46875,133096.04150226
30.46875,133105.47814594
31.46875,133115.15269857
32.46875,133125.04341312
33.46875,133135.13115038
34.46875,133145.39900894
35.46875,133155.83200216
36.46875,133166.41679452
37.46875,133177.14147506
38.46875,133187.9953913
39.46875,133198.96896124
40,133204.84499821
