time,E_hw_wet_well
0.03125,128875.15784062
0.09375,131602.73453349
0.21875,133350.29519147
0.46875,134105.88137458
0.96875,134097.24585765
1.96875,133667.32043235
2.46875,133451.90199359
3.46875,133164.17135159
4.46875,132993.34529086
5.46875,132887.16945312
6.46875,132819.43054448
6.96875,132796.25374445
7.96875,132761.92305182
8.96875,132738.45659518
9.96875,132722.49888871
10.96875,132711.92907096
11.96875,132705.3437388
12.46875,132703.30152133
13.46875,132701.06452205
14.46875,132700.84520837
15.46875,132702.2695453
16.46875,132705.04049755
17.46875,132708.92521008
18.46875,132713.74063847
19.46875,132719.34160173
20.46875,132725.61169049
21.46875,132732.45654657
22.46875,132739.79888237
23.46875,132747.57478495
23.96875,132751.61233566
24.96875,132759.94664267
25.96875,132768.59283708
26.96875,132777.51841151
27.96875,132786.69423941
28.96875,132796.09481617
29.96875,132805.69791853
30.96875,132815.48416108
31.96875,132825.43658631
32.96875,132835.54030005
33.96875,132845.78217484
34.96875,132856.15059273
35.96875,132866.63524326
36.96875,132877.2269162
37.96875,132887.9173927
38.96875,132898.69929928
39.96875,132909.56600242
40,132909.90694746
