time,E_hw_wet_well
0.03125,128949.22498884
0.09375,131741.58169272
0.21875,133529.75396422
0.46875,134302.55029118
0.96875,134290.32657472
1.96875,133813.89349969
2.96875,133407.94123762
3.96875,133137.27208064
4.96875,132965.22905063
5.96875,132854.7706573
6.96875,132781.73141983
7.96875,132731.87833068
8.96875,132696.96833564
9.96875,132672.13339715
10.96875,132654.39156986
11.96875,132641.83643217
12.96875,132633.196481
13.96875,132627.59049996
14.96875,132624.38714822
15.96875,132623.12123167
16.96875,132623.44176075
17.96875,132625.07856276
18.96875,132627.82006934
19.96875,132631.49809689
20.96875,132635.9772187
21.96875,132641.14712434
22.96875,132646.91700877
23.96875,132653.21143415
24.96875,132659.96720302
25.96875,132667.13096619
26.96875,132674.65736328
27.96875,132682.50758484
28.96875,132690.64822504
29.96875,132699.05037927
30.46875,132703.34344383
31.46875,132712.09427494
32.46875,132721.04770964
32.96875,132725.59638101
33.96875,132734.82421371
34.46875,132739.50051507
35.46875,132748.96747297
36.46875,132758.57672108
37.46875,132768.31781007
38.46875,132778.18092361
39.46875,132788.15708986
40,132793.50070783
