time,E_hw_wet_well
0.03125,129070.30684335
0.09375,131969.98084809
0.21875,133825.98839035
0.46875,134628.00307992
0.96875,134615.27655671
1.96875,134120.89446228
2.96875,133699.78144264
3.96875,133419.12366009
4.96875,133240.84643851
5.96875,133126.49421245
6.96875,133050.98178204
7.96875,132999.53534132
8.96875,132963.5989489
9.96875,132938.11989939
10.96875,132920.00314721
11.96875,132907.26997144
12.96875,132898.60064931
13.96875,132893.08053685
14.96875,132890.05435226
15.96875,132889.03925057
16.96875,132889.67092442
17.96875,132891.66895423
18.96875,132894.81373136
19.46875,132896.77320934
20.46875,132901.33855974
21.46875,132906.66322377
22.46875,132912.65161615
23.46875,132919.2206831
24.46875,132926.29975231
25.46875,132933.82891057
26.46875,132941.75723504
27.46875,132950.04126679
28.46875,132958.64361006
28.96875,132963.05635078
29.96875,132972.08036748
30.96875,132981.34757205
31.96875,132990.83669191
32.96875,133000.5282102
33.96875,133010.40463815
34.96875,133020.45040288
35.96875,133030.65163465
36.46875,133035.80757803
37.46875,133046.22051826
38.46875,133056.75949732
39.46875,133067.41569971
40,133073.12225445
