time,E_hw_wet_well
0.03125,129070.31245155
0.09375,131969.99237202
0.21875,133826.01247046
0.46875,134628.05366993
0.96875,134615.38052895
1.96875,134121.10581621
2.96875,133700.10043221
3.96875,133419.55030912
4.96875,133241.38073401
5.96875,133127.13611796
6.96875,133051.7312557
7.96875,133000.39233127
8.96875,132964.56341245
9.96875,132939.19179086
10.46875,132929.62914679
11.46875,132914.76379745
12.46875,132904.36207907
13.46875,132897.46390643
14.46875,132893.34308364
15.46875,132891.4537046
15.96875,132891.24299654
16.96875,132891.99456767
17.96875,132894.08643377
18.96875,132897.31798156
19.96875,132901.52082972
20.96875,132906.5563053
21.96875,132912.31036406
22.96875,132918.68876508
23.96875,132925.61308968
24.96875,132933.0175962
25.96875,132940.84676918
26.96875,132949.05340702
27.96875,132957.59711937
28.96875,132966.44314251
29.96875,132975.56138737
30.96875,132984.92568373
31.96875,132994.51314656
32.96875,133004.30369302
33.96875,133014.27961794
34.96875,133024.42525125
35.46875,133029.55836495
36.46875,133039.93437898
37.46875,133050.44706972
37.96875,133055.75233423
38.96875,133066.45283809
39.96875,133077.26593946
40,133077.60565567
