time,E_hw_wet_well
0.03125,129070.48015145
0.09375,131970.37663714
0.21875,133826.61610738
0.46875,134628.83133361
0.96875,134616.23347675
1.96875,134121.88715397
2.96875,133700.73022865
3.96875,133420.01590086
4.96875,133241.68707805
5.46875,133181.10279948
6.46875,133091.50056508
7.46875,133029.81603572
8.46875,132986.59308125
9.46875,132955.86680328
10.46875,132933.88130593
11.46875,132918.21983222
12.46875,132907.278003
12.96875,132903.2986354
13.96875,132897.57356299
14.96875,132894.30799939
15.96875,132893.06145904
16.96875,132893.48073266
17.96875,132895.28652802
18.96875,132898.25752876
19.46875,132900.13650176
20.46875,132904.55175596
21.46875,132909.73920799
21.96875,132912.59905195
22.96875,132918.77633349
23.96875,132925.49969656
24.96875,132932.70769333
25.96875,132940.34577058
26.96875,132948.36663337
27.96875,132956.72950267
28.96875,132965.39916562
29.96875,132974.34511047
30.96875,132983.5407995
31.96875,132992.96301452
32.96875,133002.59137563
33.96875,133012.40791463
34.96875,133022.39672681
35.96875,133032.54369394
36.96875,133042.83622478
37.96875,133053.26306121
38.96875,133063.81410516
39.96875,133074.48026982
40,133074.81543459
