time,E_hw_wet_well
0.03125,129070.30679761
0.09375,131969.98056862
0.21875,133825.9870954
0.46875,134627.99950994
0.96875,134615.26847205
1.96875,134120.87757302
2.96875,133699.75584993
3.96875,133419.08940409
4.96875,133240.80353275
5.96875,133126.44266035
6.96875,133050.92159115
7.96875,132999.46651547
8.96875,132963.52151089
9.96875,132938.03384375
10.96875,132919.90847049
11.96875,132907.16667597
12.96875,132898.48873487
13.46875,132895.44304941
14.46875,132891.31190678
15.46875,132889.35461266
16.46875,132889.1940297
16.96875,132889.71236272
17.96875,132891.72381807
18.96875,132894.86021811
19.46875,132896.81159758
20.46875,132901.35974278
21.46875,132906.66731209
22.46875,132912.63913609
23.46875,132919.1922413
24.46875,132926.25593129
25.46875,132933.77024322
26.46875,132941.68419944
27.46875,132949.95426133
27.96875,132954.21377087
28.96875,132962.95329374
29.96875,132971.96208201
30.96875,132981.21578069
31.96875,132990.69214255
32.96875,133000.3713099
33.46875,133005.28270532
34.46875,133015.23549546
35.46875,133025.34941785
36.46875,133035.61220804
37.46875,133046.01243252
38.46875,133056.53971263
39.46875,133067.18464814
40,133072.88532934
