time,E_hw_wet_well
0.03125,129070.23607289
0.09375,131969.81367696
0.21875,133825.72022983
0.46875,134627.64722161
0.96875,134614.86193081
1.96875,134120.45750958
2.46875,133859.03177384
3.46875,133490.72550148
4.46875,133267.7377139
5.46875,133131.24121543
6.46875,133044.71380808
7.46875,132987.68939678
8.46875,132948.87969006
9.46875,132921.91870952
10.46875,132903.06529478
11.46875,132890.0108696
12.46875,132881.25968383
13.46875,132875.79881418
14.46875,132872.91579036
14.96875,132872.31157364
15.96875,132872.41525818
16.96875,132874.00200257
17.96875,132876.83688788
18.96875,132880.72545229
19.96875,132885.50945866
20.96875,132891.06020375
21.96875,132897.27239919
22.96875,132904.05922872
23.96875,132911.34850753
24.96875,132919.07976864
25.46875,132923.09872599
26.46875,132931.4047508
27.46875,132940.03533768
28.46875,132948.95847475
29.46875,132958.1452518
30.46875,132967.57015
31.46875,132977.21076753
32.46875,132987.04742405
33.46875,132997.06279399
34.46875,133007.2415643
35.46875,133017.57015829
36.46875,133028.03649178
37.46875,133038.62977958
38.46875,133049.34035693
39.46875,133060.15955102
40,133065.94930724
