time,E_hw_wet_well
0.03125,128964.53265295
0.09375,131770.46024586
0.21875,133567.20921233
0.46875,134343.69909356
0.96875,134331.4104846
1.96875,133852.70590831
2.96875,133444.83506658
3.96875,133172.90144252
4.96875,133000.06868931
5.96875,132889.11652046
6.96875,132815.76313401
7.46875,132789.43240201
8.46875,132748.74096248
9.46875,132719.43209239
10.46875,132698.30140951
11.46875,132683.16816469
12.46875,132672.54029415
13.46875,132665.37724092
14.46875,132660.93582636
15.46875,132658.67230395
16.46875,132658.17979421
17.46875,132659.14764844
18.46875,132661.3344438
19.46875,132664.54962185
20.46875,132668.64064894
21.46875,132673.48398851
22.46875,132678.97844436
23.46875,132685.04032726
24.46875,132691.59981346
25.46875,132698.59817618
26.46875,132705.98566775
27.46875,132713.71983704
28.46875,132721.76426621
29.46875,132730.08750902
30.46875,132738.66230106
31.46875,132747.46484795
32.46875,132756.4743166
33.46875,132765.67237557
34.46875,132775.04282574
35.46875,132784.57130888
35.96875,132789.39175733
36.96875,132799.13510738
37.46875,132804.05593911
38.46875,132813.98836777
39.46875,132824.03438403
40,132829.41547463
