time,E_hw_wet_well
0.03125,129070.1874814
0.09375,131969.70371279
0.21875,133825.54589622
0.46875,134627.41673086
0.96875,134614.59495987
1.96875,134120.17936094
2.96875,133699.08928394
3.96875,133418.46339761
4.96875,133240.21456563
5.96875,133125.8853202
6.96875,133050.39111304
7.96875,132998.95926262
8.96875,132963.03474631
9.96875,132937.56553422
10.96875,132919.45705306
11.96875,132906.73093119
12.96875,132898.06767525
13.96875,132892.55282448
14.96875,132889.53122965
15.96875,132888.52014945
16.96875,132889.1553656
17.96875,132891.15650832
18.46875,132892.61513988
19.46875,132896.28898002
19.96875,132898.47428681
20.96875,132903.44054268
21.46875,132906.20044307
22.46875,132912.20017496
23.46875,132918.77250692
23.96875,132922.25772117
24.96875,132929.57534829
25.96875,132937.31123305
26.46875,132941.32560661
27.46875,132949.61318477
28.46875,132958.21554405
29.46875,132967.10281788
30.46875,132976.2478076
31.46875,132985.62637983
31.96875,132990.39813455
32.96875,133000.09016143
33.96875,133009.96561759
34.96875,133020.0098993
35.96875,133030.20946689
36.96875,133040.55205815
37.96875,133051.02668422
38.96875,133061.62335918
39.96875,133072.33317422
40,133072.66967076
