time,E_hw_wet_well
0.03125,129070.79951125
0.09375,131971.11329699
0.21875,133827.78864793
0.46875,134630.38179459
0.96875,134618.03100904
1.96875,134123.76445373
2.96875,133702.53819488
3.96875,133421.73075084
4.96875,133243.31789997
5.96875,133128.85193961
6.96875,133053.24471914
7.46875,133026.13450673
8.46875,132984.28763005
9.46875,132954.20782351
10.46875,132932.58298321
11.46875,132917.15890609
12.46875,132906.3932118
13.46875,132899.21020134
14.46875,132894.84157834
15.46875,132892.72518681
16.46875,132892.44036888
17.46875,132893.66594677
18.46875,132896.1523084
19.46875,132899.70241446
20.46875,132904.15855807
21.46875,132909.39298915
22.46875,132915.30106463
23.46875,132921.79624695
24.46875,132928.80633364
25.46875,132936.27059609
26.46875,132944.13757726
27.46875,132952.36339399
28.46875,132960.91037645
29.46875,132969.74601278
29.96875,132974.26525551
30.96875,132983.48499512
31.96875,132992.92741426
32.96875,133002.57366326
33.96875,133012.40638342
34.96875,133022.40996333
35.96875,133032.57045
36.96875,133042.87537498
37.96875,133053.31353595
38.96875,133063.8750088
39.96875,133074.55076258
40,133074.886213
