time,E_hw_wet_well
0.03125,129070.30168559
0.09375,131969.96445105
0.21875,133825.95134917
0.46875,134627.92594181
0.96875,134615.11893195
1.96875,134120.5753775
2.21875,133943.38391972
2.71875,133682.06965026
3.71875,133353.1637345
4.71875,133166.85288759
5.71875,133056.47959213
6.71875,132987.52566931
7.71875,132942.38423479
8.71875,132911.84094551
9.71875,132890.8356348
10.71875,132876.4210783
11.71875,132866.77449323
12.71875,132860.70502455
13.71875,132857.39751112
14.71875,132856.2722293
15.71875,132856.90390031
16.71875,132858.97257581
17.71875,132862.23245576
18.71875,132866.49132616
19.71875,132871.59659364
20.71875,132877.42549694
21.71875,132883.87811412
22.71875,132890.87226323
23.71875,132898.33972054
24.71875,132906.22336014
25.71875,132914.47498315
26.71875,132923.05363681
27.71875,132931.92429176
28.71875,132941.05681604
29.71875,132950.4251308
30.71875,132960.00649103
31.71875,132969.7812309
32.71875,132979.73192532
33.71875,132989.84326382
34.71875,133000.10164411
35.71875,133010.49503675
36.71875,133021.01272393
37.71875,133031.64511301
38.71875,133042.38360335
39.71875,133053.22046532
40,133056.2855233
