time,E_hw_wet_well
0.03125,129303.39405425
0.09375,132409.51447549
0.21875,134396.05851349
0.46875,135254.30881404
0.96875,135240.63488282
1.96875,134711.74897436
2.96875,134261.49187794
3.96875,133961.63998635
4.96875,133771.39217476
5.96875,133649.57219588
6.96875,133569.32535107
7.96875,133514.83735834
8.96875,133476.950333
9.96875,133450.25622705
10.96875,133431.44240299
11.46875,133424.44876567
12.46875,133413.89596591
12.96875,133410.11738313
13.46875,133407.6814056
13.96875,133405.85441754
14.96875,133403.30412098
15.96875,133402.53174362
16.96875,133403.43550895
17.96875,133405.80936635
18.46875,133407.4974426
18.96875,133409.28114522
19.96875,133413.79084476
20.46875,133416.44638011
21.46875,133422.39587789
21.96875,133425.6650348
22.96875,133432.71107778
23.96875,133440.36284985
24.96875,133448.55158583
25.96875,133457.21616899
26.96875,133466.30364206
27.46875,133470.99491351
28.46875,133480.63783649
29.46875,133490.59787565
30.46875,133500.84553985
31.46875,133511.35398068
32.46875,133522.09931806
33.46875,133533.06043157
34.46875,133544.21864834
35.46875,133555.55741791
36.46875,133567.06202432
36.96875,133572.87333313
37.96875,133584.60386325
38.96875,133596.4690151
39.96875,133608.45942078
40,133608.83613058
