time,E_hw_wet_well
0.03125,128913.0156924
0.09375,131673.27243686
0.21875,133441.15734899
0.46875,134205.2162951
0.96875,134193.14542819
1.96875,133722.08531529
2.96875,133320.67184846
3.96875,133052.99447061
4.96875,132882.82027429
5.96875,132773.53074455
6.96875,132701.23545642
7.96875,132651.86317238
8.96875,132617.26442594
9.96875,132592.62640535
10.96875,132575.00098254
11.96875,132562.50336214
12.96875,132553.87646614
13.96875,132548.24907207
14.96875,132544.99700312
15.96875,132543.66034404
16.96875,132543.89208452
17.96875,132545.42511807
18.96875,132548.0502704
19.96875,132551.60128204
20.96875,132555.94426335
21.96875,132560.97014719
22.96875,132566.5891613
23.96875,132572.7267267
24.96875,132579.32035631
25.96875,132586.31731471
26.96875,132593.67275631
27.96875,132601.34831119
28.96875,132609.3109534
29.96875,132617.53209733
30.96875,132625.98687922
31.96875,132634.65357515
32.96875,132643.51310194
33.96875,132652.54863945
34.96875,132661.74529768
35.96875,132671.08986173
36.96875,132680.5705428
37.96875,132690.17680969
38.96875,132699.89920655
39.46875,132704.80191394
40,132710.03961478
