time,E_hw_wet_well
0.0625,128601.70275764
0.1875,131081.22526404
0.4375,132669.53620172
0.9375,133354.36982876
1.4375,133031.46002315
2.4375,132522.91535791
3.4375,132222.49263182
4.4375,132051.26044526
5.4375,131951.48692943
6.4375,131890.80093612
7.4375,131852.21640666
8.4375,131826.82722973
9.4375,131809.81192108
10.4375,131798.42748853
11.4375,131791.02268496
12.4375,131786.54683397
12.9375,131785.22909152
13.9375,131783.96063152
14.4375,131783.93178536
15.4375,131784.83947375
16.4375,131786.83690478
16.9375,131788.20108206
17.9375,131791.52781478
18.9375,131795.54523914
19.9375,131800.15504438
20.4375,131802.66167713
21.4375,131808.0158681
22.4375,131813.7729795
23.4375,131819.88430106
23.9375,131823.0624447
24.9375,131829.63129052
25.4375,131833.01550151
26.4375,131839.96070146
27.4375,131847.12038045
28.4375,131854.47342999
29.4375,131862.00073986
30.4375,131869.68540621
30.9375,131873.58316277
31.9375,131881.47811874
32.9375,131889.49555877
33.9375,131897.62542479
34.9375,131905.8584258
35.9375,131914.18617652
36.4375,131918.38377923
37.4375,131926.84059869
38.4375,131935.37428088
39.4375,131943.97946342
40,131948.84977663
