time,E_hw_wet_well
0.03125,129070.29370657
0.09375,131969.9354103
0.21875,133825.87911396
0.46875,134627.76789011
0.96875,134614.79013188
1.96875,134119.9060204
2.96875,133698.29100661
3.96875,133417.13120418
4.96875,133238.35199836
5.96875,133123.49785682
6.96875,133047.48367599
7.96875,132995.53566394
8.96875,132959.09789059
9.96875,132933.11765616
10.96875,132914.49991728
11.96875,132901.26596212
12.96875,132892.09605121
13.96875,132886.07557097
14.96875,132882.54922819
15.96875,132881.03417828
16.46875,132880.94039155
17.46875,132881.82033844
18.46875,132883.92552046
19.46875,132887.07729366
20.46875,132891.12493179
21.46875,132895.94363251
22.46875,132901.43025337
23.46875,132907.49917551
24.46875,132914.07884445
25.46875,132921.109046
26.46875,132928.53874728
27.46875,132936.32441984
28.46875,132944.4287032
29.46875,132952.81934804
29.96875,132957.11529135
30.96875,132965.88700034
31.96875,132974.87963666
32.96875,132984.0745028
33.96875,132993.45438454
34.96875,133003.00379825
35.96875,133012.70890797
36.96875,133022.55735146
37.96875,133032.53806631
38.96875,133042.64112472
39.96875,133052.85758432
40,133053.17866855
