time,E_hw_wet_well
0.03125,129070.31959854
0.09375,131970.01573932
0.21875,133826.06852578
0.46875,134628.17480188
0.96875,134615.63150134
1.96875,134121.6161982
2.96875,133700.87012946
3.96875,133420.57932275
4.96875,133242.66903499
5.96875,133128.68364816
6.96875,133053.53793443
7.96875,133002.45807464
8.96875,132966.88812061
9.96875,132941.77536165
10.96875,132924.02474846
11.96875,132911.65756253
12.96875,132903.35407572
13.96875,132898.1996492
14.96875,132895.53899526
15.96875,132894.88927034
16.96875,132895.88616948
17.96875,132898.24926916
18.96875,132901.75896306
19.96875,132906.240698
20.96875,132911.553904
21.96875,132917.58408465
22.96875,132924.23698826
23.96875,132931.43431535
24.96875,132939.11046522
25.96875,132947.21006004
26.46875,132951.40722021
27.46875,132960.06060801
28.46875,132969.02873631
29.46875,132978.28161575
30.46875,132987.7920327
31.46875,132997.53584818
32.46875,133007.49177921
33.46875,133017.64105458
34.46875,133027.96707452
35.46875,133038.45513069
36.46875,133049.09210721
37.46875,133059.8663113
38.46875,133070.76727003
39.46875,133081.78557104
40,133087.68447588
