time,E_hw_wet_well
0.03125,129071.08751475
0.09375,131971.77770832
0.21875,133828.84640862
0.46875,134631.78111993
0.96875,134619.65493631
1.96875,134125.46401109
2.46875,133863.90316802
3.46875,133495.30863198
4.46875,133272.07757271
5.46875,133135.38619203
6.46875,133048.70202232
7.46875,132991.54867434
8.46875,132952.63014133
9.46875,132925.57505839
10.46875,132906.63859267
11.46875,132893.50961056
12.46875,132884.69059107
13.46875,132879.16729756
14.46875,132876.22627229
15.46875,132875.34940983
16.46875,132876.15043764
17.46875,132878.33491415
18.46875,132881.67418174
19.46875,132885.98779805
20.46875,132891.13137214
21.46875,132896.98792325
22.46875,132903.46165601
23.46875,132910.47333686
24.46875,132917.95685528
25.46875,132925.85661584
26.46875,132934.12550708
27.46875,132942.72334269
28.46875,132951.61563034
29.46875,132960.77260778
30.46875,132970.16844046
31.46875,132979.78059637
32.46875,132989.58934513
33.46875,132999.5773133
34.46875,133009.72918346
35.46875,133020.03134454
36.46875,133030.47172276
37.46875,133041.0394665
38.46875,133051.72491466
39.46875,133062.51938439
40,133068.29616563
