time,E_hw_wet_well
0.03125,129947.99246186
0.09375,133624.32744515
0.21875,135971.66224895
0.46875,136985.42562071
0.96875,136969.32126447
1.96875,136345.41601352
2.96875,135814.91563254
3.96875,135462.30300489
4.96875,135239.25045068
5.96875,135097.06554764
6.96875,135004.00539934
7.96875,134941.381525
8.96875,134898.37298593
9.96875,134868.59008752
10.96875,134848.11894488
11.96875,134834.45733984
12.96875,134825.93638929
13.96875,134821.39943537
14.96875,134820.01778912
15.96875,134821.18081602
16.96875,134824.42778826
17.96875,134829.40404276
18.96875,134835.83183568
19.96875,134843.49040618
20.96875,134852.20196418
21.96875,134861.8216886
22.96875,134872.23036744
23.96875,134883.32896491
24.96875,134895.03450561
25.96875,134907.27693973
26.96875,134919.99672822
27.46875,134926.52326921
28.46875,134939.87092668
29.46875,134953.57780492
30.46875,134967.61095421
31.46875,134981.94033892
32.46875,134996.53920137
33.46875,135011.3838457
34.46875,135026.45330424
35.46875,135041.72895073
36.46875,135057.19421361
37.46875,135072.83429347
38.46875,135088.63593566
39.46875,135104.58723147
40,135113.1193213
