time,E_hw_wet_well
0.03125,129069.59028088
0.09375,131968.32564866
0.21875,133823.35331776
0.46875,134624.52080744
0.96875,134611.2457445
1.96875,134116.69950647
2.96875,133695.75721787
3.96875,133415.32270013
4.96875,133237.24730801
5.96875,133123.06399236
6.96875,133047.69192315
7.96875,132996.36388086
8.96875,132960.52941623
9.96875,132935.13985301
10.96875,132917.10299942
11.96875,132904.44216722
12.96875,132895.83909559
13.96875,132890.38022017
14.96875,132887.411068
15.96875,132886.44942184
16.96875,132887.13146414
17.96875,132889.17715635
18.96875,132892.36720993
19.96875,132896.52730343
20.96875,132901.51713287
21.96875,132907.22235955
22.96875,132913.548875
23.96875,132920.418509
24.96875,132927.76577747
25.96875,132935.5353938
26.96875,132943.68036705
27.96875,132952.16048658
28.96875,132960.94114337
29.96875,132969.9923888
30.96875,132979.28816961
31.46875,132984.02226426
32.46875,132993.64536781
33.46875,133003.45952661
34.46875,133013.44926036
35.46875,133023.60028086
36.46875,133033.89958751
37.46875,133044.33557195
37.96875,133049.60231477
38.96875,133060.22518093
39.46875,133065.57959094
40,133071.29842806
