time,E_hw_wet_well
0.03125,129040.57861342
0.09375,131913.90647618
0.21875,133753.25836922
0.46875,134548.09783993
0.96875,134535.49153296
1.96875,134045.51040087
2.96875,133628.1141939
3.96875,133349.90355303
4.96875,133173.15175199
5.96875,133059.75038313
6.96875,132984.84003276
7.96875,132933.7796658
8.96875,132898.09015476
9.96875,132872.76413245
10.96875,132854.73431817
11.96875,132842.03974408
12.96875,132833.37252358
13.96875,132827.82622314
14.96875,132824.75143245
15.96875,132823.66964404
16.96875,132824.21982471
17.96875,132826.12406113
18.96875,132829.16471988
19.46875,132831.06864738
20.46875,132835.5170744
21.46875,132840.7179605
22.46875,132846.5765934
23.46875,132853.01066565
24.46875,132859.95013898
25.46875,132867.33563
26.46875,132875.11667517
27.46875,132883.25017551
28.46875,132891.69912359
28.96875,132896.03415885
29.96875,132904.90096161
30.96875,132914.00874321
31.46875,132918.64797178
32.46875,132928.08042431
33.46875,132937.70296008
34.46875,132947.50025684
35.46875,132957.4581034
36.46875,132967.56364624
37.46875,132977.8053263
38.46875,132988.17277641
39.46875,132998.65667417
40,133004.27133324
