time,E_hw_wet_well
0.03125,129024.25697456
0.09375,131883.14185452
0.21875,133713.37954485
0.46875,134504.31181939
0.96875,134492.74834547
1.96875,134014.77783959
2.96875,133613.3762898
3.96875,133347.97068397
4.96875,133179.17601482
5.46875,133121.59740879
6.46875,133036.38562671
7.46875,132977.89601589
8.46875,132937.09392709
9.46875,132908.24008762
10.46875,132887.73657846
11.46875,132873.27520685
12.46875,132863.32312478
13.46875,132856.82760858
13.96875,132854.68867186
14.96875,132852.11283884
15.96875,132851.43759969
16.96875,132852.3433548
17.46875,132853.32499076
18.46875,132856.15485734
19.46875,132859.98889368
20.46875,132864.68829225
21.46875,132870.13447414
22.46875,132876.22817073
23.46875,132882.8865617
24.46875,132890.0403279
25.46875,132897.63103541
26.46875,132905.60918277
27.46875,132913.93253381
28.46875,132922.56483531
29.46875,132931.47479071
30.46875,132940.63525853
31.46875,132950.02256262
31.96875,132954.79627228
32.96875,132964.48785507
33.96875,132974.35748285
34.96875,132984.3909809
35.96875,132994.57521958
36.96875,133004.89830095
37.96875,133015.34953545
38.46875,133020.62089277
39.46875,133031.24760062
40,133036.93679852
