time,E_hw_wet_well
0.03125,129051.05277937
0.09375,131933.66889984
0.21875,133778.89782118
0.46875,134576.27605828
0.96875,134564.05573423
1.96875,134076.62396079
2.21875,133902.42081818
2.71875,133646.61711067
3.71875,133325.44152289
4.21875,133229.77161051
5.21875,133098.15743342
6.21875,133014.22538871
7.21875,132958.9585083
8.21875,132921.49254605
9.21875,132895.62024039
10.21875,132877.6795183
11.21875,132865.40494021
12.21875,132857.327261
13.21875,132852.45246108
14.21875,132850.08267208
15.21875,132849.7121558
16.21875,132850.96454304
17.21875,132853.55344067
18.21875,132857.25677186
18.71875,132859.48322542
19.71875,132864.55812843
20.71875,132870.3608416
21.71875,132876.79727927
22.71875,132883.78610336
23.21875,132887.47089007
24.21875,132895.16939139
25.21875,132903.26271355
26.21875,132911.70878243
27.21875,132920.47000258
28.21875,132929.51353031
29.21875,132938.8108872
29.71875,132943.54871469
30.71875,132953.18369694
31.71875,132963.01440672
32.71875,132973.02425716
33.71875,132983.19797877
34.71875,132993.52184365
35.71875,133003.98357903
36.21875,133009.2635154
37.21875,133019.91301474
38.21875,133030.67432618
39.21875,133041.53963295
40,133050.09615427
