time,E_hw_wet_well
0.03125,129013.5844735
0.09375,131862.99167075
0.21875,133687.22312288
0.46875,134475.54980334
0.96875,134463.0560904
1.96875,133977.07662885
2.96875,133563.06050363
3.96875,133287.0770331
4.96875,133111.71551218
5.96875,132999.18275416
6.96875,132924.82434128
7.96875,132874.11979979
8.96875,132838.65974365
9.96875,132813.47796172
10.96875,132795.53238889
11.96875,132782.87816516
12.96875,132774.21815534
13.96875,132768.65337569
14.46875,132766.87021557
15.46875,132764.85410983
16.46875,132764.57997723
17.46875,132765.7636361
18.46875,132768.17153525
19.46875,132771.61486011
20.46875,132775.94095347
21.46875,132781.0255962
21.96875,132783.82745285
22.96875,132789.87445896
23.96875,132796.4497906
24.96875,132803.49375597
25.96875,132810.95351663
26.96875,132818.78330632
27.46875,132822.82741172
28.46875,132831.14401633
29.46875,132839.73907635
30.46875,132848.58697685
31.46875,132857.66436053
32.46875,132866.95042754
32.96875,132871.66728027
33.96875,132881.23439862
34.96875,132890.966686
35.96875,132900.851379
36.96875,132910.87660605
37.96875,132921.03158362
38.96875,132931.30658302
39.96875,132941.69281657
40,132942.01916994
