time,E_hw_wet_well
0.03125,129074.48830622
0.09375,131977.86403571
0.21875,133836.21070771
0.46875,134639.23182518
0.96875,134626.48492231
1.96875,134131.47821042
2.96875,133709.83706673
3.96875,133428.82968631
4.96875,133250.33241913
5.96875,133135.84089281
6.96875,133060.23818998
7.96875,133008.73181643
8.96875,132972.75504645
9.96875,132947.24880681
10.96875,132929.11415139
11.96875,132916.36986565
12.96875,132907.69456443
13.96875,132902.17245163
14.96875,132899.14741607
15.96875,132898.1360063
16.96875,132898.77346061
17.46875,132899.64101952
18.46875,132902.2714737
19.46875,132905.93845079
20.46875,132910.49837308
21.46875,132915.82879375
22.46875,132921.82729347
23.46875,132928.40843039
24.46875,132935.50065535
25.46875,132943.04372758
26.46875,132950.98656731
27.46875,132959.28559133
28.46875,132967.90339644
29.46875,132976.80769762
30.46875,132985.9704725
31.46875,132995.36729095
32.46875,133004.97675312
33.46875,133014.78002855
34.46875,133024.76048753
35.46875,133034.90338502
36.46875,133045.1955984
36.96875,133050.39488108
37.96875,133060.89069864
38.96875,133071.50794135
39.96875,133082.23823227
40,133082.57536775
