time,E_hw_wet_well
0.03125,129070.63317015
0.09375,131970.59432043
0.21875,133826.78277213
0.46875,134628.8744891
0.96875,134616.14392739
1.96875,134121.70855319
2.96875,133700.54980431
3.96875,133419.86018676
4.46875,133323.81266028
5.46875,133185.25971668
6.46875,133093.20501532
7.46875,133030.64024113
8.46875,132987.09549615
9.46875,132956.24670076
10.46875,132934.21109064
11.46875,132918.526932
11.96875,132912.65405265
12.96875,132903.76647531
13.96875,132897.97308469
14.96875,132894.68031777
15.96875,132893.42178366
16.96875,132893.83521
17.96875,132895.63803948
18.96875,132898.60770712
19.96875,132902.56685754
20.96875,132907.37250739
21.96875,132912.90812412
22.96875,132919.077772
23.96875,132925.80174534
24.96875,132933.01326752
25.96875,132940.65596412
26.96875,132948.68190222
27.96875,132957.05007364
28.96875,132965.7251822
29.96875,132974.67667576
30.96875,132983.87798098
31.96875,132993.30586829
32.96875,133002.93994381
33.96875,133012.76222849
34.96875,133022.7568206
35.96875,133032.90958626
36.46875,133038.04225547
37.46875,133048.41038878
38.46875,133058.90673322
39.46875,133069.52231898
40,133075.20807656
