time,E_hw_wet_well
0.03125,129031.30614897
0.09375,131896.43333265
0.21875,133730.61419888
0.46875,134523.24211668
0.96875,134511.51182761
1.96875,134031.07712769
2.96875,133626.67651438
3.96875,133358.9208498
4.96875,133188.65371676
5.96875,133079.0946115
6.46875,133040.95694483
7.46875,132983.32925667
8.46875,132942.75158006
9.46875,132913.91572236
10.46875,132893.37076181
11.46875,132878.85646891
12.46875,132868.85460791
13.46875,132862.31607017
14.46875,132858.49533873
15.46875,132856.84841398
16.46875,132856.96876725
17.46875,132858.54624308
18.46875,132861.33987492
19.46875,132865.15948741
20.46875,132869.85290822
21.46875,132875.29685426
22.46875,132881.39037114
23.46875,132888.04997911
23.96875,132891.57509382
24.96875,132898.96369723
25.96875,132906.7593886
26.46875,132910.79970628
26.96875,132914.42519066
27.46875,132918.04987533
28.46875,132926.19107716
29.46875,132934.90360737
30.46875,132943.96716592
31.46875,132953.29414004
32.46875,132962.84236713
33.46875,132972.58620661
34.46875,132982.50680636
35.46875,132992.58871458
36.46875,133002.81860327
37.46875,133013.18472623
38.46875,133023.67661209
39.46875,133034.28487108
40,133039.96555348
