time,E_hw_wet_well
0.03125,129052.55440868
0.09375,131936.49948174
0.21875,133782.56779081
0.46875,134580.3068401
0.96875,134568.0477078
1.96875,134080.07841767
2.96875,133666.59586355
3.96875,133391.78839181
4.96875,133217.12748149
5.96875,133104.93859529
6.96875,133030.85437669
7.96875,132980.44559968
8.96875,132945.29653878
9.96875,132920.42953019
10.46875,132911.06627902
11.46875,132896.52769025
12.46875,132886.37737393
13.46875,132879.6713004
14.46875,132875.69543697
15.46875,132873.91305575
16.46875,132873.91743026
16.96875,132874.51227086
17.96875,132876.66277185
18.96875,132879.92107849
19.96875,132884.12983481
20.96875,132889.15551585
21.96875,132894.88694334
22.96875,132901.23182583
23.46875,132904.61555531
24.46875,132911.74790923
25.46875,132919.31831689
26.46875,132927.28017534
26.96875,132931.39784499
27.96875,132939.87469413
28.46875,132944.2273464
29.46875,132953.13787219
30.46875,132962.29995049
31.46875,132971.69139478
32.46875,132981.29177025
33.46875,132991.08276156
34.46875,133001.0480745
35.46875,133011.17323801
36.46875,133021.44532562
37.46875,133031.85282271
38.46875,133042.38541185
39.46875,133053.03381658
40,133058.7356249
