time,E_hw_wet_well
0.03125,129070.32831808
0.09375,131970.03046165
0.21875,133826.06830101
0.46875,134628.10939802
0.71875,134249.67417047
1.21875,133651.85822894
2.21875,133033.52391065
3.21875,132780.18418105
4.21875,132680.08146461
5.21875,132642.27910519
6.21875,132630.04099657
7.21875,132628.75852212
8.21875,132632.55024533
9.21875,132638.95497683
10.21875,132646.87190352
11.21875,132655.76142759
12.21875,132665.32979822
13.21875,132675.40018361
14.21875,132685.856919
14.71875,132691.20992479
15.71875,132702.10967466
16.21875,132707.64683981
16.71875,132712.54454443
17.71875,132723.28696777
18.71875,132734.54399951
19.71875,132746.05385705
20.71875,132757.71839387
21.71875,132769.49573139
22.71875,132781.36426518
23.71875,132793.31039425
24.71875,132805.32420544
25.71875,132817.39781722
26.71875,132829.52477708
27.71875,132841.69958494
28.71875,132853.9175354
29.71875,132866.17458266
30.71875,132878.46721605
31.71875,132890.79237394
32.71875,132903.14737375
33.71875,132915.52985271
34.21875,132921.73089458
35.21875,132934.15096967
36.21875,132946.59358785
37.21875,132959.0572937
37.71875,132965.29672892
38.71875,132977.78969847
39.71875,132990.30046913
40,132993.82226123
