time,E_hw_wet_well
0.03125,129070.30885757
0.09375,131969.98145368
0.21875,133825.98690395
0.46875,134627.99889215
0.96875,134615.26736395
1.96875,134120.87584111
2.46875,133859.43584585
2.96875,133681.56848448
3.96875,133410.2055824
4.96875,133233.29295241
5.96875,133118.59109883
6.96875,133042.64861873
7.96875,132990.99321792
8.46875,132972.03320435
9.46875,132942.53358405
10.46875,132921.32511891
11.46875,132906.26496529
12.46875,132895.83978355
13.46875,132888.97942247
14.46875,132884.91562979
15.46875,132883.08579872
16.46875,132883.06934776
17.46875,132884.54571049
18.46875,132887.26622171
19.46875,132891.03497851
20.46875,132895.69544524
21.46875,132901.12100956
22.46875,132907.20812825
22.96875,132910.47888787
23.96875,132917.41097872
24.46875,132921.05979537
25.46875,132928.67935888
26.46875,132936.68788985
27.46875,132945.04570713
28.46875,132953.7169524
29.46875,132962.67007251
30.46875,132971.87750159
31.46875,132981.31512923
32.46875,132990.96183616
33.46875,133000.79904195
34.46875,133010.81034032
35.46875,133020.98118862
36.46875,133031.29865218
36.96875,133036.50959354
37.96875,133047.02692622
38.96875,133057.66340606
39.96875,133068.41079037
40,133068.74842516
