time,E_hw_wet_well
0.03125,129085.5311563
0.09375,131998.69253789
0.21875,133863.2257667
0.46875,134668.91185538
0.96875,134656.11962851
1.96875,134159.47670782
2.96875,133736.45337883
3.96875,133454.53540723
4.96875,133275.46990918
5.96875,133160.62356818
6.96875,133084.79558494
7.96875,133033.14417808
8.96875,132997.07408022
9.96875,132971.50937625
10.96875,132953.34080925
11.96875,132940.5805698
12.96875,132931.90287118
13.46875,132928.86325105
14.46875,132924.75326278
15.46875,132922.82712858
16.46875,132922.70597843
16.96875,132923.24678498
17.96875,132925.30768026
18.96875,132928.49870271
19.96875,132932.65968484
20.46875,132935.07069061
21.46875,132940.45192914
22.46875,132946.49462597
23.46875,132953.11929624
24.46875,132960.25623076
25.46875,132967.84563379
26.46875,132975.83644568
27.46875,132984.18497696
28.46875,132992.85368845
29.46875,133001.81016185
30.46875,133011.02625206
31.46875,133020.47742516
32.46875,133030.14218521
33.46875,133040.00162
34.46875,133050.03902802
35.46875,133060.23959658
36.46875,133070.59014712
37.46875,133081.07891707
37.96875,133086.37259911
38.96875,133097.05036243
39.96875,133107.84119631
40,133108.18022496
