time,E_hw_wet_well
0.03125,129070.30885374
0.09375,131969.9816876
0.21875,133825.98782339
0.46875,134628.00041332
0.96875,134615.26994468
1.96875,134120.88061363
2.96875,133699.76059627
3.96875,133419.09587844
4.96875,133240.81174063
5.96875,133126.45259397
6.96875,133050.93323622
7.96875,132999.47986675
8.96875,132963.53654944
9.96875,132938.05057645
10.46875,132928.43077205
11.46875,132913.45113856
12.46875,132902.93517693
12.96875,132899.11209018
13.96875,132893.65411357
14.96875,132890.61524944
15.96875,132889.565509
16.46875,132889.70101467
17.46875,132891.04048158
18.46875,132893.60772709
19.46875,132897.22421697
20.46875,132901.73898371
21.46875,132907.02691498
22.46875,132912.98457861
23.46875,132919.52609839
24.46875,132926.57970848
25.46875,132934.08500859
26.46875,132941.99081268
27.46875,132950.25345727
28.46875,132958.8354645
29.46875,132967.70448704
30.46875,132976.83245829
31.46875,132986.19489555
32.46875,132995.77036135
32.96875,133000.63343171
33.96875,133010.49570757
34.96875,133020.52651569
35.96875,133030.71283409
36.96875,133041.04255486
37.96875,133051.50467385
38.96875,133062.089267
39.96875,133072.78738897
40,133073.12352566
