time,E_hw_wet_well
0.03125,129070.30697994
0.09375,131969.97986991
0.21875,133825.98510839
0.46875,134627.99543526
0.96875,134615.26028895
1.96875,134120.86121403
2.96875,133699.731298
3.96875,133419.05664309
4.96875,133240.76255257
5.96875,133126.39346173
6.96875,133050.86417082
7.96875,132999.40087597
8.96875,132963.44763604
9.96875,132937.95174442
10.96875,132919.81815839
11.96875,132907.06815685
12.96875,132898.38201622
13.96875,132892.84509512
14.46875,132891.09329796
15.46875,132889.16699711
16.46875,132889.01307204
17.46875,132890.3424061
18.46875,132892.91737672
19.46875,132896.54589943
20.46875,132901.07262587
21.46875,132906.3711845
22.46875,132912.33788468
23.46875,132918.88690882
23.96875,132922.36233589
24.96875,132929.66128743
25.96875,132937.37903117
26.96875,132945.47185795
27.96875,132953.90060091
28.96875,132962.63095261
29.96875,132971.63301053
30.96875,132980.88069269
31.96875,132990.35116939
32.96875,133000.02441609
33.96875,133009.88275668
34.96875,133019.91054505
35.96875,133030.093894
36.96875,133040.42042078
37.96875,133050.87904968
38.96875,133061.45985086
39.96875,133072.15387046
40,133072.48987479
