time,E_hw_wet_well
0.03125,129007.11158334
0.09375,131850.82110487
0.21875,133671.47669574
0.46875,134458.29152302
0.96875,134447.12074121
1.96875,133975.07041792
2.96875,133580.92923847
3.96875,133321.25628854
4.96875,133156.07134548
5.96875,133049.5539286
6.96875,132979.19699194
7.96875,132931.49603271
8.96875,132898.40742758
9.46875,132886.09627458
10.46875,132866.95326373
11.46875,132853.39973673
12.46875,132844.12900559
13.46875,132838.18125803
14.46875,132834.85387004
15.46875,132833.62679763
16.46875,132834.10879575
17.46875,132836.00042942
18.46875,132839.06874726
19.46875,132843.12979211
20.46875,132848.0363267
21.46875,132853.66907153
22.46875,132859.93034704
23.46875,132866.73937101
24.46875,132874.02875139
25.46875,132881.74179844
26.46875,132889.83051664
27.46875,132898.25394657
28.46875,132906.97694231
29.46875,132915.96916693
29.96875,132920.5598777
30.96875,132929.91035037
31.96875,132939.46850923
32.96875,132949.2167697
33.96875,132959.13894358
34.96875,132969.22047241
35.96875,132979.44833929
36.96875,132989.81092198
37.46875,132995.04023269
38.46875,133005.58680351
39.46875,133016.24328445
40,133021.94724644
