time,E_hw_wet_well
0.03125,129062.04237533
0.09375,131954.39202393
0.21875,133805.77061474
0.46875,134605.79354673
0.96875,134593.28656582
1.96875,134101.90138002
2.46875,133842.53611567
3.46875,133477.62685034
4.46875,133256.71454453
5.46875,133121.40249653
6.46875,133035.61937749
7.46875,132979.11952563
7.96875,132958.89551756
8.96875,132927.78314262
9.96875,132905.65974704
10.96875,132890.09284429
11.96875,132879.40541235
12.96875,132872.43238312
13.96875,132868.34897766
14.96875,132866.55792581
15.96875,132866.61685165
16.96875,132868.19116394
17.96875,132871.02300985
18.96875,132874.91036828
19.96875,132879.69262928
20.46875,132882.387608
21.46875,132888.2899525
22.46875,132894.79797079
23.46875,132901.83878357
24.46875,132909.34854372
25.46875,132917.2725303
26.46875,132925.56402165
27.46875,132934.1830464
28.46875,132943.09525818
29.46875,132952.27099521
30.46875,132961.68451449
31.46875,132971.31337243
32.46875,132981.13790121
33.46875,132991.14079881
34.46875,133001.30678025
35.46875,133011.62229789
35.96875,133016.83323322
36.96875,133027.3521084
37.96875,133037.99187018
38.96875,133048.7439669
39.96875,133059.60037959
40,133059.94131573
