time,E_hw_wet_well
0.03125,129070.3093868
0.09375,131969.98305533
0.21875,133825.99065671
0.46875,134628.00689474
0.96875,134615.28390209
1.96875,134120.90946758
2.96875,133699.80430746
3.96875,133419.15441984
4.96875,133240.88508433
5.96875,133126.54073015
6.96875,133051.03615705
7.96875,132999.59756242
8.96875,132963.66900835
9.96875,132938.19779008
10.96875,132920.08886806
11.96875,132907.36351315
12.96875,132898.70200556
13.96875,132893.18970438
14.96875,132890.1713258
15.96875,132889.16402478
16.96875,132889.80349928
17.96875,132891.80932253
18.96875,132894.96187958
19.96875,132899.08663662
20.96875,132904.04301746
21.96875,132909.71652611
22.96875,132916.01290796
23.96875,132922.85386456
24.96875,132930.1737965
25.96875,132937.91732758
26.96875,132946.03737463
27.46875,132950.22882201
28.46875,132958.84396465
29.46875,132967.74224329
30.46875,132976.89761699
31.46875,132986.2863408
32.46875,132995.88727629
33.46875,133005.68167803
34.46875,133015.65296717
35.46875,133025.78643096
35.96875,133030.91082851
36.96875,133041.26479728
37.96875,133051.74981744
38.96875,133062.35659792
39.96875,133073.07641684
40,133073.4132249
