time,E_hw_wet_well
0.03125,129070.3096734
0.09375,131969.98530694
0.21875,133825.99568534
0.46875,134628.01666764
0.96875,134615.30315231
1.96875,134120.94781177
2.96875,133699.86186344
3.96875,133419.23121918
4.96875,133240.98117479
5.96875,133126.65612244
6.96875,133051.17085338
7.96875,132999.75155953
8.96875,132963.84230219
9.96875,132938.39036429
10.96875,132920.30071563
11.96875,132907.59463394
12.96875,132898.95239527
13.96875,132893.45936497
14.96875,132890.46024202
15.96875,132889.47218915
16.96875,132890.13090204
17.96875,132892.1559559
18.96875,132895.32774666
19.96875,132899.4717208
20.96875,132904.44731728
21.96875,132910.14001882
22.96875,132916.45558895
23.96875,132923.31572548
24.96875,132930.6548301
25.96875,132938.41752468
26.96875,132946.55672791
27.96875,132955.03215753
28.46875,132959.3875608
29.46875,132968.30731657
30.46875,132977.48264116
31.46875,132986.89077996
32.46875,132996.51093174
32.96875,133001.39603595
33.96875,133011.30188974
34.96875,133021.37568871
35.96875,133031.60446131
36.96875,133041.9761422
37.96875,133052.47976869
38.96875,133063.10545046
39.96875,133073.84427247
40,133074.18167574
