time,E_hw_wet_well
0.03125,128995.91756307
0.09375,131829.72449829
0.21875,133644.12938753
0.46875,134428.25913813
0.96875,134417.33339798
1.96875,133949.09187997
2.96875,133559.66458139
3.96875,133303.74710959
4.46875,133216.32607009
5.46875,133089.22592134
6.46875,133004.48471123
7.46875,132947.12958136
8.46875,132907.50310064
9.46875,132879.67469452
10.46875,132860.02326091
11.46875,132846.26529654
12.46875,132836.89738812
13.46875,132830.89135266
14.46875,132827.52062989
15.46875,132826.25663209
16.46875,132826.70496213
17.46875,132828.56487249
18.46875,132831.60283657
18.96875,132833.51819055
19.96875,132838.00723985
20.96875,132843.26701475
21.96875,132849.19819038
22.96875,132855.71484967
23.96875,132862.74418027
24.96875,132870.22468846
25.46875,132874.12148258
26.46875,132882.18881067
27.46875,132890.58750885
28.46875,132899.28482974
29.46875,132908.25131421
29.96875,132912.82919484
30.96875,132922.15418122
31.96875,132931.6870903
32.96875,132941.41032131
33.96875,132951.30766964
34.96875,132961.36455635
35.96875,132971.56795249
36.96875,132981.90621887
37.46875,132987.12342445
38.46875,132997.64588812
38.96875,133002.94944279
39.96875,133013.63496119
40,133013.97056293
