time,E_hw_wet_well
0.03125,129216.51018062
0.09375,132245.70301028
0.21875,134183.56881656
0.46875,135020.7734738
0.96875,135003.00504998
1.96875,134451.60866291
2.96875,133966.42560974
3.96875,133639.04145166
4.96875,133432.62185657
5.96875,133301.33719026
6.96875,133214.48342111
7.96875,133154.77191703
8.96875,133112.57552353
9.96875,133082.2276264
10.96875,133060.22600517
11.96875,133044.32612633
12.96875,133033.03324356
13.96875,133025.31197983
14.96875,133020.4201772
15.96875,133017.81066784
16.96875,133017.07046139
17.96875,133017.88153956
18.96875,133019.99479122
19.96875,133023.21215114
20.96875,133027.37408433
21.96875,133032.35059872
22.96875,133038.03468074
23.96875,133044.3374099
24.96875,133051.18428857
25.96875,133058.51238491
26.96875,133066.26822845
27.46875,133070.2954573
28.46875,133078.61374211
28.96875,133082.89776236
29.96875,133091.6905355
30.96875,133100.75913966
31.96875,133110.07962879
32.96875,133119.62988796
33.46875,133124.48640979
34.46875,133134.34683492
35.46875,133144.38992233
36.46875,133154.60176308
37.46875,133164.96938493
38.46875,133175.48097316
39.46875,133186.1258686
40,133191.8325808
