time,E_hw_wet_well
0.03125,129070.31260589
0.09375,131969.99241456
0.21875,133826.00525594
0.46875,134628.02367442
0.96875,134615.29764846
1.96875,134120.91121217
2.96875,133699.79197711
3.96875,133419.12772897
4.96875,133240.84419629
5.96875,133126.48587053
6.96875,133050.96752302
7.96875,132999.51529685
8.96875,132963.57321698
9.96875,132938.08855915
10.96875,132919.96624214
11.96875,132907.22756641
12.96875,132898.55278632
13.96875,132893.02723808
14.96875,132889.99565367
15.96875,132888.97517673
16.96875,132889.60149962
17.96875,132891.59417922
18.96875,132894.73363194
19.96875,132898.8452951
20.96875,132903.78860517
21.96875,132909.44905212
22.96875,132915.73238509
23.96875,132922.56030447
24.96875,132929.86721073
25.96875,132937.59772728
26.96875,132945.70477616
27.46875,132949.88973439
28.46875,132958.49189993
29.46875,132967.3772096
30.46875,132976.51962334
31.46875,132985.89539598
32.46875,132995.4833775
33.46875,133005.26484295
34.46875,133015.22320664
35.46875,133025.34375765
36.46875,133035.61339364
37.46875,133046.02042974
38.46875,133056.55438073
39.46875,133067.20583152
40,133072.90991121
