time,E_hw_wet_well
0.03125,129070.45035838
0.09375,131970.3079115
0.21875,133826.50670237
0.46875,134628.6867012
0.96875,134616.06589831
1.96875,134121.71235747
2.96875,133700.56212399
3.96875,133419.85668658
4.96875,133241.53590231
5.96875,133127.14645716
6.96875,133051.6023053
7.96875,133000.12836682
8.96875,132964.16763039
9.96875,132938.66660563
10.96875,132920.52969271
11.96875,132907.77777864
12.96875,132899.09085519
13.96875,132893.55407194
14.96875,132890.51198613
15.96875,132889.48163549
16.96875,132890.09862405
17.96875,132892.08244865
18.96875,132895.21344365
19.46875,132897.16617763
20.46875,132901.71829817
21.46875,132907.03004432
22.46875,132913.00580541
23.46875,132919.56250354
24.46875,132926.62944191
25.46875,132934.14669301
26.46875,132942.06331382
26.96875,132946.16083575
27.96875,132954.60128193
28.96875,132963.3404136
29.96875,132972.3503077
30.96875,132981.6055087
31.96875,132991.08343246
32.46875,132995.90110547
33.46875,133005.67847125
33.96875,133010.63497074
34.46875,133015.01587962
35.46875,133024.62741441
36.46875,133034.7108884
37.46875,133045.03984243
38.46875,133055.53253845
39.46875,133066.15585495
40,133071.84783442
