time,E_hw_wet_well
0.03125,129357.03716718
0.09375,132510.64792792
0.21875,134527.22776156
0.46875,135398.4201183
0.96875,135384.53394307
1.96875,134847.71948392
2.21875,134655.42457597
2.71875,134371.94869195
3.71875,134015.47529295
4.71875,133813.93319629
5.71875,133694.8987538
6.71875,133620.86741673
7.71875,133572.70926345
8.71875,133540.41297805
9.21875,133528.76995676
10.21875,133511.15131711
11.21875,133499.25782115
12.21875,133491.72743481
13.21875,133487.57212993
14.21875,133486.07318143
15.21875,133486.70047075
16.21875,133489.05611137
17.21875,133492.83610198
18.21875,133497.80424143
19.21875,133503.77422029
20.21875,133510.59703965
21.21875,133518.15208895
22.21875,133526.34066315
23.21875,133535.08118296
23.71875,133539.64185067
24.71875,133549.09298581
25.71875,133558.94084872
26.71875,133569.14400407
27.71875,133579.66533617
28.71875,133590.47234335
29.71875,133601.53670815
30.71875,133612.83374181
31.71875,133624.34185752
32.21875,133630.17049809
33.21875,133641.9623368
34.21875,133653.92060637
35.21875,133666.03226959
36.21875,133678.285253
37.21875,133690.66859625
38.21875,133703.1724331
39.21875,133715.7878809
40,133725.71658973
