time,E_hw_wet_well
0.03125,129070.25262412
0.09375,131969.85184998
0.21875,133825.78105041
0.46875,134627.72752435
0.96875,134614.95489794
1.46875,134171.69489692
2.46875,133557.96274556
3.46875,133222.25901335
4.46875,133041.05994621
5.46875,132940.110524
6.46875,132881.180279
7.46875,132845.27349967
8.46875,132822.81970738
9.46875,132808.78971212
10.46875,132800.38251799
11.46875,132795.93530366
12.46875,132794.39871288
13.46875,132795.07421749
14.46875,132797.47582918
15.46875,132801.2531876
16.46875,132806.1463572
16.96875,132808.96240237
17.96875,132815.19202829
18.46875,132818.57977471
19.46875,132825.81508056
20.46875,132833.58871272
21.46875,132841.83014074
22.46875,132850.47820434
23.46875,132859.48118829
24.46875,132868.79557174
25.46875,132878.38465686
26.46875,132888.21732915
27.46875,132898.26706085
27.96875,132903.36780758
28.96875,132913.70374889
29.96875,132924.20392648
30.96875,132934.85353815
31.96875,132945.63908331
32.96875,132956.54851127
33.46875,132962.04710819
34.46875,132973.12381196
35.46875,132984.29913537
36.46875,132995.56564807
37.46875,133006.91643569
38.46875,133018.34520626
39.46875,133029.84627782
40,133035.98423937
