time,E_hw_wet_well
0.03125,129168.10850514
0.09375,132154.43944795
0.21875,134065.21812139
0.46875,134890.78598725
0.96875,134874.93694273
1.96875,134343.22302056
2.96875,133879.43046729
3.96875,133567.19442857
4.96875,133369.76387469
5.96875,133243.90825981
6.96875,133160.71740692
7.96875,133103.67568165
8.96875,133063.49673495
9.96875,133034.71628837
10.96875,133013.96487996
11.96875,132999.08350222
12.96875,132988.63375322
13.96875,132981.61920253
14.96875,132977.3257463
15.96875,132975.22698004
16.96875,132974.9256351
17.96875,132976.11582874
18.96875,132978.55795368
19.96875,132982.06158182
20.96875,132986.47329126
21.96875,132991.66809451
22.96875,132997.54309533
23.96875,133004.01280551
24.96875,133011.0056032
25.96875,133018.46103886
26.96875,133026.32763194
27.96875,133034.56140277
28.96875,133043.12448458
29.96875,133051.98409642
30.96875,133061.11164927
31.96875,133070.4823337
32.96875,133080.07422612
33.46875,133084.94847705
34.46875,133094.83868945
35.46875,133104.90452445
36.46875,133115.13259142
37.46875,133125.51043049
38.46875,133136.02669559
39.46875,133146.6711367
40,133152.37562379
