time,E_hw_wet_well
0.03125,129070.10656604
0.09375,131969.51677588
0.21875,133825.2503563
0.46875,134627.02717493
0.96875,134614.14474594
1.96875,134119.71125319
2.96875,133698.64030821
3.96875,133418.03937359
4.96875,133239.81307083
5.96875,133125.50266105
6.96875,133050.02416337
7.96875,132998.60560458
8.96875,132962.69257665
9.96875,132937.23348138
10.96875,132919.13406918
11.96875,132906.41618399
12.96875,132897.76053192
13.96875,132892.25272152
14.96875,132889.23770455
15.46875,132888.54458341
15.96875,132888.41613093
16.46875,132888.60625057
17.46875,132889.86164339
18.46875,132892.26559805
19.46875,132895.70825433
20.46875,132900.06180842
20.96875,132902.55144254
21.46875,132904.92352233
22.46875,132910.48366589
22.96875,132913.57550251
23.96875,132920.1996825
24.96875,132927.33037166
25.96875,132934.9056304
26.96875,132942.87468964
27.96875,132951.19466461
28.96875,132959.82885208
29.96875,132968.74557276
30.96875,132977.91733192
31.96875,132987.32014082
32.96875,132996.93296541
33.96875,133006.73729081
34.96875,133016.71675236
35.96875,133026.85683566
36.96875,133037.14461531
37.96875,133047.56855014
38.96875,133058.11829742
39.96875,133068.78455764
40,133069.11974803
