time,E_hw_wet_well
0.03125,129070.04341682
0.09375,131969.36936262
0.21875,133825.01327712
0.46875,134626.71313001
0.96875,134613.78074443
1.96875,134119.3322194
2.96875,133698.27679585
3.96875,133417.69617937
4.96875,133239.48831577
5.96875,133125.19339463
6.96875,133049.72781584
7.96875,132998.32019974
8.96875,132962.41662241
9.96875,132936.96586961
10.96875,132918.8739358
11.96875,132906.16285824
12.96875,132897.51345314
13.96875,132892.01146164
14.96875,132889.00189653
15.96875,132888.00215055
16.96875,132888.64811243
17.96875,132890.65946774
18.96875,132893.81673325
19.96875,132897.94545467
20.96875,132902.90514743
21.96875,132908.5813656
22.96875,132914.8799159
23.96875,132921.72254596
24.46875,132925.33192869
25.46875,132932.8775392
26.46875,132940.8172078
27.46875,132949.11055863
28.46875,132957.72131825
29.46875,132966.61762452
29.96875,132971.16613542
30.96875,132980.44253075
31.96875,132989.93926859
32.96875,132999.63768326
33.96875,133009.52058098
34.96875,133019.57249359
35.96875,133029.77960274
36.96875,133040.12956101
37.96875,133050.61131922
38.96875,133061.21495732
39.96875,133071.93155463
40,133072.26826003
