time,E_hw_wet_well
0.03125,128918.52354283
0.09375,131683.66257878
0.21875,133454.63286137
0.46875,134220.02061513
0.96875,134207.92633629
1.96875,133736.04884003
2.96875,133333.94493503
3.96875,133065.81244009
4.96875,132895.35391729
5.96875,132785.88653721
6.96875,132713.4780171
7.96875,132664.03251532
8.96875,132629.38634567
9.96875,132604.71828994
10.96875,132587.07507967
11.96875,132574.56862842
12.96875,132565.93966228
13.96875,132560.31544642
14.96875,132557.07071485
15.96875,132555.74473246
16.96875,132555.9898964
17.96875,132557.53863112
18.96875,132560.18139658
19.96875,132563.75163937
20.96875,132568.11524451
21.96875,132573.16295073
22.96875,132578.80482928
23.96875,132584.9661705
24.96875,132591.58438177
25.96875,132598.60662686
26.46875,132602.25835783
27.46875,132609.80901294
28.46875,132617.65998186
28.96875,132621.69124542
29.96875,132629.94281466
30.96875,132638.42614048
31.96875,132647.12099764
32.96875,132656.008787
33.96875,132665.07283959
34.96875,132674.2982999
35.96875,132683.67193048
36.96875,132693.18195174
37.96875,132702.81779083
38.96875,132712.56998574
39.96875,132722.43001738
40,132722.73987284
