time,E_hw_wet_well
0.03125,129070.31107232
0.09375,131969.98817632
0.21875,133826.00264329
0.46875,134628.03259891
0.96875,134615.3370002
1.96875,134121.01735631
2.96875,133699.96699951
3.96875,133419.371921
4.96875,133241.15739228
5.96875,133126.86783162
6.96875,133051.41803578
7.96875,133000.03418753
8.96875,132964.16036638
9.96875,132938.74386275
10.96875,132920.68963072
11.96875,132908.01894748
12.96875,132899.41209001
13.96875,132893.95441582
14.96875,132890.99061084
15.96875,132890.03788448
16.96875,132890.73191364
17.96875,132892.79227144
18.96875,132895.99935078
19.96875,132900.17860377
20.46875,132902.59829942
21.46875,132907.99425718
22.46875,132914.04806532
23.46875,132920.68054116
24.46875,132927.82230777
25.46875,132935.41389879
26.46875,132943.40454363
27.46875,132951.75079743
28.46875,132960.41534753
29.46875,132969.3659447
30.46875,132978.57461714
31.46875,132988.0169687
32.46875,132997.67163757
33.46875,133007.51981778
34.46875,133017.54490033
35.46875,133027.73215862
36.46875,133038.06849094
36.96875,133043.28974933
37.96875,133053.82935744
38.96875,133064.49018599
39.96875,133075.26386982
40,133075.60235784
