time,E_hw_wet_well
0.03125,129149.30003512
0.09375,132118.96901365
0.21875,134019.21642468
0.46875,134840.25720534
0.96875,134825.08355033
1.96875,134300.80430236
2.46875,134019.16742917
3.46875,133618.35765543
4.46875,133375.87612427
5.46875,133228.21714707
6.46875,133134.58151214
6.96875,133102.03187437
7.96875,133052.42090385
8.96875,133017.15696482
9.96875,132991.96096724
10.96875,132973.99651066
11.96875,132961.3740932
12.96875,132952.8052017
13.46875,132949.81312964
14.46875,132945.79184043
15.46875,132943.94848372
16.46875,132943.90577316
16.96875,132944.48443642
17.96875,132946.61902591
18.96875,132949.88153312
19.96875,132954.1122029
20.96875,132959.17522545
21.96875,132964.9574443
22.96875,132971.36489129
23.96875,132978.31915346
24.96875,132985.754461
25.96875,132993.6152474
26.96875,133001.85425963
27.96875,133010.4310542
28.96875,133019.31081539
29.96875,133028.46340592
30.46875,133033.13568181
31.46875,133042.65210011
32.46875,133052.37995453
32.96875,133057.318978
33.96875,133067.33322031
34.96875,133077.51619267
35.96875,133087.85491016
36.96875,133098.33725475
37.96875,133108.95222499
38.96875,133119.68988926
39.96875,133130.54129029
40,133130.88222061
