time,E_hw_wet_well
0.03125,129070.30984673
0.09375,131969.9818441
0.21875,133825.98529593
0.46875,134627.99328968
0.96875,134615.25423497
1.96875,134120.84828068
2.46875,133859.40123412
3.46875,133491.05090838
4.46875,133268.02300515
5.46875,133131.49059965
6.46875,133044.93060269
7.46875,132987.87602774
8.46875,132949.03792097
9.46875,132922.04983751
10.46875,132903.17030322
11.46875,132890.09050829
12.46875,132881.31456849
13.46875,132875.82946196
13.96875,132874.14175762
14.96875,132872.38434088
15.96875,132872.43348273
16.96875,132873.98543827
17.96875,132876.792523
18.96875,132880.65589333
19.96875,132885.41579697
20.96875,132890.94298251
21.96875,132897.13197849
22.96875,132903.89586971
23.96875,132911.16246083
24.96875,132918.87121258
25.96875,132926.97104411
26.96875,132935.41852566
27.96875,132944.17649792
28.96875,132953.21296792
29.96875,132962.50025053
30.96875,132972.01426633
31.46875,132976.8512177
32.46875,132986.66884002
33.46875,132996.66374518
34.46875,133006.82162667
35.46875,133017.12923999
36.46875,133027.57461934
37.46875,133038.1470115
38.46875,133048.83676619
39.46875,133059.63521119
40,133065.413969
