time,E_hw_wet_well
0.03125,129070.22956701
0.09375,131969.79867511
0.21875,133825.69635863
0.46875,134627.61567965
0.96875,134614.82541337
1.96875,134120.41946568
2.46875,133858.99480805
3.46875,133490.69085225
4.46875,133267.70503627
5.46875,133131.21013367
6.46875,133044.68402314
7.46875,132987.66068883
8.46875,132948.85189034
9.46875,132921.89170658
10.46875,132903.03900435
11.46875,132889.9852185
12.46875,132881.23460363
13.46875,132875.77429865
14.46875,132872.89179955
15.46875,132872.06974592
16.46875,132872.92241641
17.46875,132875.1558164
17.96875,132876.73388439
18.96875,132880.64752949
19.96875,132885.4416395
20.96875,132890.9972752
21.96875,132897.2124769
22.96875,132904.00157416
23.96875,132911.29278762
24.46875,132915.11201186
25.46875,132923.0522555
26.46875,132931.35641601
27.46875,132939.98725209
28.46875,132948.911301
29.46875,132958.09916807
30.46875,132967.52517069
30.96875,132972.32205198
31.96875,132982.06633883
32.46875,132987.01018731
33.46875,132997.02854032
34.46875,133007.20875848
35.46875,133017.53826288
36.46875,133028.00530991
37.46875,133038.59922428
38.46875,133049.3103906
39.46875,133060.13014367
40,133065.92018706
