time,E_hw_wet_well
0.03125,128872.2360219
0.09375,131597.27544261
0.21875,133343.24900749
0.46875,134098.16697316
0.96875,134089.58646158
1.96875,133660.52768771
2.96875,133321.38913898
3.96875,133107.15829415
4.96875,132971.60451265
5.96875,132882.93113397
6.96875,132824.11230155
7.96875,132784.73771939
8.96875,132758.00621672
9.96875,132739.71289362
10.96875,132727.32881838
11.96875,132719.26764075
12.96875,132714.47149367
13.96875,132712.20424331
14.96875,132711.9382872
15.96875,132713.28534991
16.96875,132715.95275202
17.96875,132719.71532001
18.96875,132724.39680613
19.96875,132729.85718207
20.96875,132735.98373436
21.96875,132742.68467612
22.96875,132749.88448337
23.96875,132757.52043219
24.96875,132765.53998788
25.96875,132773.89880107
26.96875,132782.55920092
27.96875,132791.48894109
28.46875,132796.04809603
29.46875,132805.33382676
30.46875,132814.82435423
31.46875,132824.50149306
32.46875,132834.34860918
33.46875,132844.35081869
34.46875,132854.49489444
35.46875,132864.76908278
36.46875,132875.16291922
37.46875,132885.66705231
38.46875,132896.27311246
39.46875,132906.97358027
40,132912.69476766
